Vocaloid Motion Data 0002,0
Electone3DModel
0
2435
Ready,0,1.0
One_3,0,1.0
One_4,0,1.0
One_2,0,1.0
One_1,0,1.0
ShiftV1_4,0,0.0
ShiftV2_4,0,0.0
Shift>1_4,0,0.0
Shift>2_4,0,0.0
Shift>3_4,0,0.0
ShiftV1_3,0,0.0
ShiftV2_3,0,0.0
Shift>1_3,0,0.0
Shift>2_3,0,0.0
Shift>3_3,0,0.0
ShiftV1_4,29,0.0
ShiftV2_4,29,0.0
Shift>1_4,29,0.0
Shift>2_4,29,0.0
Shift>3_4,29,0.0
ShiftV1_3,29,0.0
ShiftV2_3,29,0.0
Shift>1_3,29,0.0
Shift>2_3,29,0.0
Shift>3_3,29,0.0
ShiftV1_4,30,0.0
ShiftV2_4,30,0.0
Shift>1_4,30,1.0
Shift>2_4,30,0.0
Shift>3_4,30,0.0
ShiftV1_3,30,0.0
ShiftV2_3,30,0.0
Shift>1_3,30,0.0
Shift>2_3,30,0.0
Shift>3_3,30,0.0
ShiftV1_4,59,0.0
ShiftV2_4,59,0.0
Shift>1_4,59,1.0
Shift>2_4,59,0.0
Shift>3_4,59,0.0
ShiftV1_3,59,0.0
ShiftV2_3,59,0.0
Shift>1_3,59,0.0
Shift>2_3,59,0.0
Shift>3_3,59,0.0
ShiftV1_4,60,0.0
ShiftV2_4,60,0.0
Shift>1_4,60,1.0
Shift>2_4,60,1.0
Shift>3_4,60,0.0
ShiftV1_3,60,0.0
ShiftV2_3,60,0.0
Shift>1_3,60,0.0
Shift>2_3,60,0.0
Shift>3_3,60,0.0
ShiftV1_4,89,0.0
ShiftV2_4,89,0.0
Shift>1_4,89,1.0
Shift>2_4,89,1.0
Shift>3_4,89,0.0
ShiftV1_3,89,0.0
ShiftV2_3,89,0.0
Shift>1_3,89,0.0
Shift>2_3,89,0.0
Shift>3_3,89,0.0
ShiftV1_4,90,0.0
ShiftV2_4,90,0.0
Shift>1_4,90,1.0
Shift>2_4,90,1.0
Shift>3_4,90,1.0
ShiftV1_3,90,0.0
ShiftV2_3,90,0.0
Shift>1_3,90,0.0
Shift>2_3,90,0.0
Shift>3_3,90,0.0
ShiftV1_4,119,0.0
ShiftV2_4,119,0.0
Shift>1_4,119,1.0
Shift>2_4,119,1.0
Shift>3_4,119,1.0
ShiftV1_3,119,0.0
ShiftV2_3,119,0.0
Shift>1_3,119,0.0
Shift>2_3,119,0.0
Shift>3_3,119,0.0
ShiftV1_4,120,0.0
ShiftV2_4,120,0.0
Shift>1_4,120,0.0
Shift>2_4,120,0.0
Shift>3_4,120,0.0
ShiftV1_3,120,0.0
ShiftV2_3,120,0.0
Shift>1_3,120,1.0
Shift>2_3,120,0.0
Shift>3_3,120,0.0
ShiftV1_4,149,0.0
ShiftV2_4,149,0.0
Shift>1_4,149,0.0
Shift>2_4,149,0.0
Shift>3_4,149,0.0
ShiftV1_3,149,0.0
ShiftV2_3,149,0.0
Shift>1_3,149,1.0
Shift>2_3,149,0.0
Shift>3_3,149,0.0
ShiftV1_4,150,0.0
ShiftV2_4,150,0.0
Shift>1_4,150,1.0
Shift>2_4,150,0.0
Shift>3_4,150,0.0
ShiftV1_3,150,0.0
ShiftV2_3,150,0.0
Shift>1_3,150,1.0
Shift>2_3,150,0.0
Shift>3_3,150,0.0
ShiftV1_4,179,0.0
ShiftV2_4,179,0.0
Shift>1_4,179,1.0
Shift>2_4,179,0.0
Shift>3_4,179,0.0
ShiftV1_3,179,0.0
ShiftV2_3,179,0.0
Shift>1_3,179,1.0
Shift>2_3,179,0.0
Shift>3_3,179,0.0
ShiftV1_4,180,0.0
ShiftV2_4,180,0.0
Shift>1_4,180,1.0
Shift>2_4,180,1.0
Shift>3_4,180,0.0
ShiftV1_3,180,0.0
ShiftV2_3,180,0.0
Shift>1_3,180,1.0
Shift>2_3,180,0.0
Shift>3_3,180,0.0
ShiftV1_4,209,0.0
ShiftV2_4,209,0.0
Shift>1_4,209,1.0
Shift>2_4,209,1.0
Shift>3_4,209,0.0
ShiftV1_3,209,0.0
ShiftV2_3,209,0.0
Shift>1_3,209,1.0
Shift>2_3,209,0.0
Shift>3_3,209,0.0
ShiftV1_4,210,0.0
ShiftV2_4,210,0.0
Shift>1_4,210,1.0
Shift>2_4,210,1.0
Shift>3_4,210,1.0
ShiftV1_3,210,0.0
ShiftV2_3,210,0.0
Shift>1_3,210,1.0
Shift>2_3,210,0.0
Shift>3_3,210,0.0
ShiftV1_4,239,0.0
ShiftV2_4,239,0.0
Shift>1_4,239,1.0
Shift>2_4,239,1.0
Shift>3_4,239,1.0
ShiftV1_3,239,0.0
ShiftV2_3,239,0.0
Shift>1_3,239,1.0
Shift>2_3,239,0.0
Shift>3_3,239,0.0
ShiftV1_4,240,0.0
ShiftV2_4,240,0.0
Shift>1_4,240,0.0
Shift>2_4,240,0.0
Shift>3_4,240,0.0
ShiftV1_3,240,0.0
ShiftV2_3,240,0.0
Shift>1_3,240,1.0
Shift>2_3,240,1.0
Shift>3_3,240,0.0
ShiftV1_4,269,0.0
ShiftV2_4,269,0.0
Shift>1_4,269,0.0
Shift>2_4,269,0.0
Shift>3_4,269,0.0
ShiftV1_3,269,0.0
ShiftV2_3,269,0.0
Shift>1_3,269,1.0
Shift>2_3,269,1.0
Shift>3_3,269,0.0
ShiftV1_4,270,0.0
ShiftV2_4,270,0.0
Shift>1_4,270,1.0
Shift>2_4,270,0.0
Shift>3_4,270,0.0
ShiftV1_3,270,0.0
ShiftV2_3,270,0.0
Shift>1_3,270,1.0
Shift>2_3,270,1.0
Shift>3_3,270,0.0
ShiftV1_4,299,0.0
ShiftV2_4,299,0.0
Shift>1_4,299,1.0
Shift>2_4,299,0.0
Shift>3_4,299,0.0
ShiftV1_3,299,0.0
ShiftV2_3,299,0.0
Shift>1_3,299,1.0
Shift>2_3,299,1.0
Shift>3_3,299,0.0
ShiftV1_4,300,0.0
ShiftV2_4,300,0.0
Shift>1_4,300,1.0
Shift>2_4,300,1.0
Shift>3_4,300,0.0
ShiftV1_3,300,0.0
ShiftV2_3,300,0.0
Shift>1_3,300,1.0
Shift>2_3,300,1.0
Shift>3_3,300,0.0
ShiftV1_4,329,0.0
ShiftV2_4,329,0.0
Shift>1_4,329,1.0
Shift>2_4,329,1.0
Shift>3_4,329,0.0
ShiftV1_3,329,0.0
ShiftV2_3,329,0.0
Shift>1_3,329,1.0
Shift>2_3,329,1.0
Shift>3_3,329,0.0
ShiftV1_4,330,0.0
ShiftV2_4,330,0.0
Shift>1_4,330,1.0
Shift>2_4,330,1.0
Shift>3_4,330,1.0
